age,income,credit_score,employment_type,loan_amount,loan_tenure,emi_to_income_ratio,past_default_history,default_status
59,61092.35282,822,Salaried,25894.17874,48,0.105942447,0,0
22,101360.5036,739,Salaried,112075.6907,12,1.105582745,0,1
53,184119.4245,507,Contract,92108.51899,24,0.25011624,0,0
19,173694.3512,626,Unemployed,26985.61169,60,0.03107038,0,0
67,159762.2066,582,Self-Employed,36388.31025,12,0.22774834,1,1
25,76913.3251,716,Contract,19247.14078,48,0.062551379,0,0
64,299652.9011,402,Salaried,61616.84975,36,0.068539725,0,0
21,105376.6506,731,Self-Employed,332814.2606,36,0.210531374,0,0
30,112177.325,857,Salaried,20582.30083,36,0.061153474,1,0
31,41104.2193,691,Salaried,73560.64889,24,0.89454539,0,1
26,172670.7368,550,Unemployed,45276.22606,48,0.065548281,1,1
45,297438.9189,842,Salaried,45256.38289,36,0.050715799,0,0
55,254585.9078,754,Self-Employed,90244.87212,60,0.070892077,0,0
29,565561.829,662,Self-Employed,54965.14544,36,0.032394913,0,0
45,121329.9334,618,Salaried,4450.767526,60,0.00733591,0,0
30,139695.5114,670,Self-Employed,55661.50718,24,0.199207282,0,0
38,134428.3192,802,Self-Employed,32573.67238,12,0.242290948,1,0
55,,665,Salaried,56317.13232,24,0.903986626,0,1
69,173843.7401,647,Salaried,19171.98959,60,0.022055055,0,0
43,158406.5503,611,Contract,34899.98569,36,0.073434131,0,0
42,528155.3364,503,Self-Employed,50037.86664,12,0.094738662,0,0
39,122686.7425,658,Salaried,30436.88561,12,0.24806192,0,0
68,219544.2984,722,Salaried,194339.7575,36,0.295049241,0,0
69,461680.4156,672,Salaried,25389.80155,12,0.054992893,0,0
69,66884.46065,752,Salaried,18856.18546,24,0.140935599,0,0
25,755218.1674,646,Contract,34987.9768,36,0.015442523,0,0
54,163728.2247,654,Self-Employed,72427.64702,24,0.221166324,0,0
57,287215.9526,514,Self-Employed,52514.6093,12,0.182832516,0,0
62,562405.5365,506,Salaried,41606.73579,12,0.073978376,0,0
39,315015.6727,760,Self-Employed,31255.1121,36,0.033071287,1,0
30,431544.4287,816,Salaried,19954.57267,36,0.015412873,0,0
54,397846.3172,799,Salaried,9698.416414,36,0.008125519,1,0
31,276706.3007,677,Contract,36169.59982,12,0.130709099,1,0
35,163634.272,498,Salaried,12048.9394,36,0.02454265,0,0
64,92327.31554,704,Salaried,16381.20684,60,0.03548046,0,0
50,207191.1011,761,Salaried,54745.02313,36,0.088069826,0,0
24,207834.0444,658,Salaried,116001.7627,60,0.111622776,0,0
27,103034.8989,629,Salaried,92558.84713,24,0.449110299,0,0
47,66752.79339,681,Salaried,38802.40647,36,0.193726886,0,0
51,89438.80196,549,Self-Employed,17539.5313,48,0.04902005,0,0
62,884089.3834,799,Salaried,191294.6597,36,0.072123953,0,0
20,112938.9824,657,Salaried,132585.7233,36,0.391278059,0,0
57,77026.52586,720,Salaried,16021.99219,60,0.041594753,0,0
29,143397.7404,558,Salaried,29821.5757,36,0.069315551,1,1
53,,685,Self-Employed,21210.54733,48,0.056244607,0,0
48,77149.04006,868,Salaried,12473.29617,48,0.040413193,0,0
40,431985.73,651,Contract,32259.52592,48,0.018668805,0,0
25,173748.4061,730,Contract,17232.55464,24,0.049587115,0,0
18,56088.47721,722,Self-Employed,51352.42185,36,0.305121717,0,0
52,62896.81673,609,Self-Employed,18028.80037,48,0.071646557,1,0
64,85817.11008,527,Salaried,26753.04584,36,0.103900436,0,0
32,233293.5784,900,Contract,14784.03423,24,0.031683842,0,0
45,149065.0969,570,Salaried,26817.45267,12,0.179889824,0,0
29,426549.0373,690,Salaried,20686.39251,24,0.024247869,1,0
18,88558.29333,683,Unemployed,30765.17772,24,0.173676616,0,0
28,108282.0369,664,Salaried,142374.8363,60,0.26294123,0,0
68,304525.8929,704,Self-Employed,30128.52832,60,0.01978639,0,0
54,100407.0625,440,Salaried,21134.05204,24,0.105229284,0,0
66,124919.472,999,Contract,42967.7684,12,0.343930698,0,0
19,75963.43323,835,Salaried,30710.67512,36,0.134739498,0,0
62,82269.63784,602,Contract,33547.49106,60,0.08154308,1,0
52,463130.5442,670,Salaried,37722.43875,24,0.040724437,0,0
62,157062.6699,999,Salaried,12953.32976,60,0.016493213,0,0
25,107426.2415,711,Salaried,40593.73507,36,0.125944402,0,0
48,27667.90691,587,Unemployed,29703.8284,60,0.214623759,0,1
38,226045.0807,504,Salaried,38725.20077,60,0.034261436,0,0
62,245849.2822,686,Contract,70581.81764,48,0.07176996,0,0
20,124670.1278,412,Salaried,19543.04124,60,0.031348585,0,0
42,328554.091,699,Salaried,8115.273959,36,0.00823302,0,0
58,59450.47818,637,Salaried,38210.38351,48,0.160649138,0,0
45,334856.0886,632,Self-Employed,8345.806591,12,0.024922669,1,0
45,91648.56362,628,Salaried,10642.1251,36,0.038701213,0,0
19,201092.3909,900,Self-Employed,19130.7859,36,0.031709545,0,0
25,144586.0011,665,Contract,176833.5203,12,1.222931984,0,1
18,206650.3943,685,Contract,51276.40193,12,0.248116751,1,0
38,174479.3362,787,Salaried,40629.71245,60,0.046569318,0,0
32,149470.5954,436,Salaried,5266.420094,24,0.017615496,0,0
25,243384.595,611,Contract,33826.13394,36,0.046325126,0,0
57,421569.3181,628,Self-Employed,14305.61291,24,0.016966612,0,0
39,298292.0822,690,Salaried,49945.17969,60,0.033486085,0,0
56,228393.0411,751,Contract,16238.6438,24,0.03554791,1,0
37,170349.0647,786,Salaried,17811.63001,60,0.020910447,0,0
30,23293.48533,646,Salaried,55286.66515,60,0.474451953,1,1
43,108278.4247,713,Salaried,31572.76371,36,0.097185458,0,0
56,175880.4957,685,Salaried,15390.28851,60,0.017499653,0,0
24,169479.9907,774,Salaried,11232.67971,48,0.016568157,0,0
28,128404.1768,644,Contract,59980.9598,36,0.155694195,0,0
48,,414,Self-Employed,60147.10125,48,0.457343087,0,1
51,606614.345,857,Salaried,62462.37008,48,0.025741699,0,0
28,251748.9543,790,Salaried,22896.75578,24,0.045473207,0,0
41,47798.5633,530,Self-Employed,28997.80311,24,0.303257284,1,1
42,50984.41475,458,Self-Employed,34555.9353,12,0.677614995,0,1
68,136842.5013,749,Salaried,61794.93045,36,0.150512478,0,0
50,222845.515,721,Self-Employed,6124.503802,60,0.00549634,0,0
46,354271.2476,652,Salaried,6511.667496,12,0.018379835,0,0
38,175506.936,621,Salaried,77995.28479,12,0.444369631,0,0
66,502109.4558,595,Salaried,26442.61681,36,0.017553931,0,0
50,116467.4868,429,Salaried,47553.90947,60,0.08165199,0,0
62,223958.964,651,Salaried,27805.70341,60,0.024829739,0,0
23,46184.82424,601,Contract,22215.43866,36,0.160295569,1,0
54,298202.9719,761,Self-Employed,37998.17955,36,0.042472917,0,0
19,340315.4312,710,Self-Employed,8684.123455,12,0.025516966,0,0
59,152013.5656,577,Salaried,52616.90324,36,0.115368541,0,0
47,181557.1303,564,Self-Employed,9460.09411,48,0.013025471,0,0
45,83546.97803,776,Unemployed,116189.7334,48,0.347627915,0,1
49,229511.468,583,Self-Employed,2571.98515,60,0.002241152,0,0
68,474269.776,545,Self-Employed,54594.5452,60,0.023021987,1,0
44,67139.78738,629,Salaried,126343.0399,12,1.88145461,0,1
56,75435.87923,696,Contract,21283.00192,24,0.141044401,0,0
39,225110.8594,666,Self-Employed,187885.2795,24,0.417294983,0,0
32,64465.02233,416,Salaried,26562.61908,48,0.102992578,0,0
60,244111.4595,819,Salaried,34994.52394,12,0.143347649,0,0
55,94716.70005,584,Salaried,34710.18711,24,0.1832084,1,1
54,90494.20468,562,Salaried,56457.40297,12,0.623795939,1,1
53,480173.3208,645,Salaried,325938.8736,60,0.135755451,1,0
55,,474,Salaried,41152.60656,48,0.042128521,0,0
24,282908.6428,766,Unemployed,9737.499184,12,0.034417776,0,0
48,494236.7991,653,Salaried,123604.8374,24,0.125043134,1,0
61,113338.5579,596,Salaried,19930.07897,24,0.087913458,0,0
47,85297.63683,657,Salaried,29693.25413,60,0.069612895,0,0
31,333606.8649,476,Self-Employed,108405.2481,48,0.081234351,1,1
51,288712.8236,999,Self-Employed,27942.95771,60,0.019356117,0,0
69,85921.65102,648,Contract,34174.46933,12,0.397684364,0,0
44,103597.3514,674,Salaried,23353.85396,24,0.112701477,0,0
40,109099.2498,468,Contract,15637.55214,24,0.071658753,0,0
20,851303.046,787,Contract,67709.7327,36,0.02651182,0,0
22,223199.3382,674,Salaried,89184.91304,60,0.079910737,0,0
59,81676.47531,571,Salaried,22835.9356,24,0.139774525,1,1
47,42220.67759,718,Salaried,61408.92579,12,1.454061861,0,1
24,233464.3655,718,Salaried,63698.89529,12,0.272828023,0,0
58,150909.8342,569,Self-Employed,18687.69803,12,0.123823688,1,0
35,423769.9474,659,Salaried,44729.00854,36,0.035182408,0,0
55,278740.4299,743,Salaried,22497.57961,24,0.040354051,0,0
27,34084.80536,687,Salaried,25523.46527,12,0.748558846,0,1
61,,557,Salaried,52952.12662,60,0.017460551,1,1
51,,768,Contract,13840.47003,24,0.052386381,0,0
50,70102.97554,522,Salaried,46496.83225,60,0.132630246,0,0
49,263779.278,499,Salaried,285679.6861,12,0.216595248,0,0
48,82395.61227,610,Contract,27466.39735,48,0.083324819,0,0
45,61227.66478,609,Salaried,144769.9149,60,0.472797868,0,1
21,100212.5225,744,Salaried,13392.056,48,0.033405138,0,0
32,306286.9932,717,Salaried,35141.66392,60,0.022945987,0,0
19,92762.26797,584,Salaried,22077.11207,12,0.237965899,0,0
40,78749.35512,564,Self-Employed,37807.38426,60,0.096004911,0,0
40,543535.693,577,Self-Employed,53585.52237,24,0.049292383,0,0
52,549903.4083,458,Contract,19332.70454,24,0.017577889,0,0
44,228875.2229,658,Salaried,67241.17738,36,0.097924757,0,0
43,135556.8849,529,Salaried,40551.35061,60,0.059823979,1,1
66,71723.7553,775,Salaried,16180.92308,12,0.225562873,0,0
51,187704.9686,559,Self-Employed,36133.7984,36,0.064163616,0,0
30,120544.7627,658,Self-Employed,31359.91798,60,0.052025149,0,0
57,126760.895,869,Self-Employed,20573.42446,12,0.162285672,0,0
69,380770.8366,605,Unemployed,62446.63706,48,0.040998852,0,0
68,72586.19126,565,Salaried,21499.45076,60,0.059228613,0,0
27,151630.5348,692,Self-Employed,14693.72146,24,0.048448549,0,0
56,224454.4558,744,Self-Employed,4707.515587,48,0.005243006,0,0
43,178846.4414,658,Contract,12908.96634,36,0.024058069,0,0
21,77699.80578,549,Salaried,46642.39581,48,0.15004926,0,1
35,147965.7171,766,Self-Employed,20451.21197,24,0.069102336,1,0
52,55912.12093,662,Self-Employed,10772.48145,48,0.048156687,0,0
64,435118.949,535,Contract,34726.96837,36,0.026602695,0,0
69,263690.1041,558,Salaried,13394.89532,36,0.016931852,0,0
34,124611.6708,554,Self-Employed,12183.87357,48,0.024441331,0,0
44,64551.301,679,Salaried,25836.11755,60,0.080033447,0,0
25,222554.8048,716,Self-Employed,49158.06482,24,0.110434404,0,0
64,351379.9619,685,Self-Employed,15632.69724,48,0.01112198,1,0
30,40077.20698,848,Contract,33428.84081,12,0.833861364,0,1
63,479597.353,662,Salaried,46085.21973,48,0.024022269,0,0
39,106612.8571,712,Contract,19004.72379,60,0.03564783,1,0
53,166880.3992,606,Contract,52355.59202,36,0.104569556,1,0
60,161940.9396,650,Salaried,58192.23965,48,0.089828934,0,0
47,180093.5511,636,Self-Employed,40993.8372,24,0.113805035,0,0
52,180326.2229,620,Salaried,19660.22542,36,0.036339542,1,0
68,181043.9397,758,Salaried,21706.90983,24,0.059945313,0,0
62,87073.31129,900,Contract,50881.93324,60,0.116855374,0,0
21,74137.63069,678,Salaried,37738.43485,60,0.101789947,0,0
30,275900.6959,553,Salaried,16473.24945,24,0.029852286,0,0
64,341057.9336,820,Self-Employed,33947.64527,60,0.01990656,0,0
23,77581.63726,609,Salaried,24567.43138,24,0.158308286,0,0
35,257178.3729,516,Salaried,45495.01567,60,0.035378475,0,0
25,84474.0956,551,Unemployed,35305.60377,60,0.083577312,0,0
58,322903.961,571,Self-Employed,27105.64723,36,0.027980084,0,0
37,152097.435,689,Unemployed,151805.9518,60,0.199600967,0,0
38,502745.561,735,Contract,74407.55435,60,0.029599775,0,0
49,134948.9101,770,Unemployed,65275.51894,36,0.161220803,0,0
49,829731.1362,999,Salaried,70987.48692,36,0.028517856,0,0
19,99284.44612,600,Salaried,109782.4393,48,0.276400726,0,0
59,72463.13133,622,Contract,26386.76347,24,0.182040122,0,0
19,165745.7095,638,Contract,37656.48164,12,0.227177859,0,0
58,,816,Salaried,37288.82784,48,0.100812676,1,0
49,74510.09692,709,Contract,27550.31068,36,0.123231059,0,0
39,78056.0769,657,Salaried,79005.60065,60,0.202401811,0,0
43,277574.9245,494,Salaried,30197.75997,12,0.10878668,0,0
58,405015.1734,784,Contract,59531.68543,12,0.146981954,0,0
62,185776.5963,593,Contract,33773.40001,12,0.181784031,0,0
27,275446.1554,686,Self-Employed,13356.97119,36,0.01616334,0,0
56,303655.6475,655,Salaried,29248.6233,12,0.096317878,0,0
62,77413.7451,633,Salaried,101473.0273,24,0.655292546,0,1
22,59732.58197,445,Salaried,452000.7547,36,0.504370148,1,1
29,208506.9736,709,Self-Employed,71860.92856,12,0.344625371,0,0
58,126251.5549,551,Contract,47168.22058,24,0.18678478,0,0
58,209193.6363,686,Salaried,54150.29246,12,0.258837637,0,0
49,274702.2876,442,Contract,28938.5289,60,0.021068092,0,0
67,95370.21565,631,Salaried,169773.1829,48,0.444981231,0,1
57,241640.0152,593,Salaried,299554.5658,60,0.049584452,0,0
35,169269.6537,584,Salaried,27749.04679,12,0.163922352,0,0
27,143782.3718,606,Salaried,98097.01183,60,0.136440683,1,0
40,67388.38877,708,Unemployed,49864.14212,12,0.7398198,0,1
18,125465.9155,641,Self-Employed,29976.56967,36,0.079633056,0,0
59,49802.06772,587,Self-Employed,11159.12843,12,0.224015603,1,1
54,90244.28738,600,Contract,50209.01129,12,0.55629378,1,1
35,146929.0974,551,Salaried,82551.41325,36,0.187266451,0,0
47,63913.24966,542,Salaried,6451.723749,48,0.025231516,0,0
36,329048.7664,705,Unemployed,24009.69088,24,0.036482154,0,0
62,238410.7834,712,Contract,24737.43247,24,0.051877241,1,0
55,84812.19769,686,Unemployed,24341.70171,36,0.095655494,0,0
34,303673.3334,715,Salaried,60677.49017,48,0.049950955,0,0
45,242285.8441,747,Unemployed,44472.8231,12,0.183546095,0,0
39,472689.705,679,Self-Employed,14054.14905,60,0.005946308,1,0
63,92631.87882,526,Salaried,72578.79704,36,0.261139027,0,0
55,221542.925,476,Contract,9772.832121,60,0.00882204,0,0
49,78184.81789,853,Salaried,221182.103,24,1.414265369,0,1
42,26677.52643,610,Contract,17681.97289,24,0.331253028,0,0
65,124244.8532,589,Salaried,30197.98473,60,0.048605745,0,0
26,136532.7272,514,Contract,116032.021,48,0.212443247,0,1
53,103643.8762,389,Self-Employed,63814.3922,48,0.153909249,1,1
67,191944.3498,751,Salaried,59719.19593,48,0.077777052,1,0
54,192849.4615,636,Self-Employed,52287.93459,60,0.054223311,0,0
18,32904.40811,667,Self-Employed,38598.22556,12,1.172613531,0,1
46,172931.216,762,Salaried,26595.40732,60,0.030756231,0,0
32,363265.8485,676,Self-Employed,27411.13813,24,0.037727511,0,0
61,217765.9535,687,Self-Employed,26509.1893,60,0.024345154,0,0
63,273116.8434,726,Self-Employed,6562.809393,12,0.024028255,1,0
46,351645.4534,509,Salaried,66118.41121,48,0.047004841,0,0
38,55377.47887,684,Contract,21505.10602,12,0.388252543,0,0
29,209255.5128,654,Salaried,61087.49693,48,0.07297776,1,0
43,64807.00489,653,Self-Employed,48256.27918,36,0.248159107,0,0
62,143134.261,590,Self-Employed,29404.37201,24,0.10270744,0,0
48,88431.00778,662,Self-Employed,49547.82109,24,0.280111579,1,0
52,53817.52762,535,Salaried,22742.21736,36,0.140828639,0,0
31,429347.2332,518,Self-Employed,19801.11312,48,0.011529456,0,0
24,,779,Self-Employed,21098.85993,12,0.102591196,0,0
20,180877.3906,615,Self-Employed,85954.18399,60,0.095035075,0,0
58,254902.042,777,Self-Employed,74887.20486,24,0.146887171,0,0
21,108467.9212,618,Salaried,15365.67023,12,0.141645293,1,0
19,48443.37323,570,Self-Employed,12677.19647,12,0.261626227,1,1
52,226290.9261,793,Salaried,36961.70506,12,0.163328445,0,0
50,50534.37679,698,Self-Employed,94328.86048,60,0.373236882,1,1
54,146712.0486,711,Self-Employed,39452.14179,12,0.268886676,0,0
58,91869.31389,663,Salaried,36234.58339,60,0.078872584,0,0
67,166115.32,865,Salaried,36088.11171,60,0.04344633,0,0
30,118753.0867,771,Salaried,13082.69066,36,0.036718677,0,0
68,114253.4984,516,Salaried,24767.2794,48,0.054188009,0,0
68,210103.224,781,Salaried,58720.20541,12,0.279466686,0,0
24,83762.02749,688,Salaried,44428.54151,24,0.265168948,1,0
56,94718.19862,739,Salaried,51886.12793,48,0.136931329,0,0
64,64310.96675,749,Self-Employed,21778.6188,24,0.169291156,0,0
44,18543.81826,599,Salaried,20242.31211,48,0.272721901,0,1
66,117560.0154,471,Salaried,9799.034454,36,0.027781652,0,0
20,249992.1792,761,Contract,68405.15078,60,0.054723206,0,0
34,155221.5429,706,Self-Employed,35048.5896,36,0.075259915,0,0
42,539251.2121,651,Self-Employed,10093.0093,24,0.009358147,1,0
47,183899.6686,487,Self-Employed,8514.888098,12,0.046298792,0,0
31,139635.398,798,Self-Employed,56677.54436,48,0.10146545,0,0
46,244993.525,863,Salaried,139236.9264,48,0.142075292,1,0
22,173718.4832,578,Salaried,43697.72867,12,0.251525972,0,0
24,160495.3345,630,Salaried,35583.1017,12,0.221691437,1,1
68,170353.4112,644,Salaried,44270.90552,12,0.259858531,0,0
36,814107.2136,517,Contract,13968.19523,48,0.004289358,1,1
50,227635.5642,648,Salaried,13180.76857,24,0.028949944,0,0
38,,999,Unemployed,30592.46478,48,0.039852368,0,0
68,552198.5791,667,Salaried,26887.61101,24,0.024345433,0,0
38,216137.2321,471,Self-Employed,45830.46762,36,0.0706772,0,0
34,115265.921,769,Salaried,51558.65572,12,0.447255253,1,1
40,80943.24028,646,Salaried,197350.4573,60,0.097510899,0,0
44,92415.8352,612,Salaried,4287.549156,36,0.015462691,0,0
48,272103.9987,603,Salaried,21007.05444,24,0.038599448,0,0
32,397915.8194,827,Salaried,72369.95531,60,0.036373408,0,0
57,246381.1408,700,Self-Employed,66245.40558,12,0.268860591,0,0
57,134933.3461,746,Salaried,23520.81989,12,0.174298859,0,0
18,199265.0835,751,Self-Employed,83458.00022,12,0.418803802,0,0
37,118895.7558,753,Self-Employed,25607.79299,12,0.215358475,0,0
58,194871.947,636,Contract,62167.17763,24,0.159497944,0,0
51,130128.1096,613,Self-Employed,97671.14272,36,0.250169204,0,0
18,242056.7426,731,Salaried,88106.27022,24,0.036397211,0,0
49,122104.5441,740,Self-Employed,52821.30603,60,0.086509664,0,0
65,148271.7776,590,Salaried,33810.23906,60,0.045602074,0,0
39,233899.1355,744,Self-Employed,18964.41628,36,0.027025101,0,0
46,202280.6992,637,Salaried,23798.69803,12,0.117644869,0,0
62,246803.7566,784,Salaried,32658.57156,36,0.044106546,0,0
28,365048.2077,733,Contract,33583.15717,48,0.022998369,0,0
50,86369.098,709,Contract,47212.78569,60,0.10931277,1,0
55,75700.43575,620,Salaried,69005.00775,24,0.455704582,0,0
18,179416.9587,626,Salaried,8250.889958,36,0.015328053,0,0
55,252620.0852,739,Self-Employed,26925.45511,12,0.106579713,0,0
26,69269.68514,587,Salaried,56500.9885,12,0.81552561,0,1
30,141834.1614,666,Contract,11781.7617,48,0.020765034,1,0
65,220737.5627,624,Contract,22696.07823,24,0.051406848,0,0
69,162153.4095,525,Contract,71824.97804,60,0.088582366,0,0
41,,597,Salaried,9309.515965,12,0.091703186,0,0
53,71122.19292,687,Contract,65021.78673,24,0.45703609,0,0
37,124997.6397,509,Self-Employed,19827.92398,12,0.15861116,1,1
60,148382.8883,633,Salaried,13100.03126,60,0.017655637,0,0
62,251762.7974,676,Self-Employed,15191.33191,24,0.030168492,0,0
18,82526.88118,649,Self-Employed,35779.32449,48,0.108371122,0,0
52,133573.7354,764,Salaried,18773.44163,36,0.046844926,0,0
60,,546,Contract,97681.52259,36,0.672318835,0,1
37,206598.6128,666,Salaried,34733.5153,36,0.056036998,0,0
57,216450.4678,702,Contract,76899.96481,12,0.071051546,0,0
18,232225.5642,609,Self-Employed,45329.71483,60,0.039037367,0,0
68,,691,Contract,110117.6059,24,0.222589878,0,0
63,632624.8534,384,Self-Employed,42913.92644,24,0.033916714,1,1
67,68801.4484,444,Self-Employed,210375.4925,60,0.122287429,0,1
23,219128.4033,818,Salaried,104316.0137,36,0.158674549,0,0
58,125492.7544,568,Salaried,56226.65183,48,0.11200104,1,1
43,117230.8153,613,Self-Employed,36603.26438,24,0.156100245,0,0
46,234430.7112,842,Self-Employed,27254.83575,12,0.116253713,0,0
58,95957.47439,631,Salaried,7603.681297,36,0.026410069,1,0
32,361430.2372,729,Contract,11694.96087,36,0.010785459,1,0
54,90962.16105,697,Self-Employed,23536.32304,36,0.086238124,0,0
36,231496.7046,578,Salaried,182512.4611,48,0.197090279,0,0
26,216190.1066,703,Salaried,31613.15363,36,0.048740126,0,0
58,301363.2953,569,Contract,55693.88035,24,0.092399545,0,0
34,243372.3746,871,Salaried,21261.56868,48,0.021839496,0,0
49,129078.2386,672,Self-Employed,55535.11325,24,0.215101908,0,0
45,470662.057,585,Salaried,68295.536,48,0.036275388,0,0
32,228122.0801,751,Salaried,55209.4314,24,0.121002157,0,0
59,159585.4159,694,Salaried,11738.43434,60,0.014710056,0,0
45,195855.611,502,Self-Employed,46286.12964,24,0.118156671,0,0
26,258947.8157,697,Salaried,85416.48408,48,0.082461138,0,0
44,114107.9156,526,Salaried,19895.44965,36,0.058112701,0,0
36,111027.8258,744,Unemployed,18815.48458,60,0.033889615,1,0
24,101770.6098,515,Salaried,13946.93444,24,0.068513347,0,0
42,328663.0019,561,Salaried,20289.17902,24,0.030865108,0,0
47,144815.9872,492,Salaried,6812.77528,60,0.009408092,1,0
30,302950.6967,751,Salaried,33697.77673,36,0.037075826,0,0
19,123592.1095,623,Salaried,47809.79513,36,0.128932593,0,0
35,81129.07387,754,Contract,11977.66201,12,0.147615276,1,0
57,492320.6608,999,Salaried,40031.77896,36,0.027103476,0,0
25,79144.68442,643,Contract,62618.40622,60,0.158213818,0,0
37,73367.6271,637,Salaried,91431.30727,12,1.246003978,0,1
26,119168.6546,526,Salaried,53426.70532,36,0.14942779,0,0
30,65179.45104,622,Self-Employed,24732.24147,36,0.126459534,0,0
69,90826.62183,666,Salaried,12670.62177,36,0.046494988,0,0
38,370791.9296,672,Salaried,26065.98934,12,0.070295882,0,0
45,113530.1461,622,Salaried,30304.4995,60,0.053380177,0,0
61,76783.06677,579,Self-Employed,7164.584112,12,0.093294848,0,0
24,251545.7169,828,Salaried,87505.41061,36,0.115951403,0,0
48,146850.4897,608,Contract,30810.88295,24,0.104897047,1,0
40,333800.1647,587,Contract,15315.44465,24,0.022940213,0,0
30,207995.4584,595,Salaried,63934.4471,48,0.076841532,0,0
62,108168.3303,660,Salaried,23396.81355,36,0.072092014,0,0
53,68051.24283,633,Self-Employed,44505.45761,36,0.217961295,0,0
19,291435.677,644,Salaried,70528.86219,12,0.241994937,0,0
51,109328.2081,594,Self-Employed,59209.79692,60,0.108303794,0,0
22,315295.684,625,Self-Employed,17464.68813,48,0.013847338,0,0
19,123517.3864,661,Self-Employed,46822.58168,24,0.189520012,1,0
64,37931.86747,697,Contract,25033.24432,60,0.131948829,0,0
51,90343.31241,614,Self-Employed,15979.28377,24,0.088424705,0,0
19,682047.9588,792,Salaried,10613.48255,12,0.015560923,0,0
37,93184.24826,576,Self-Employed,35121.36024,24,0.1884269,1,1
25,122235.867,549,Salaried,19732.66914,12,0.161415243,0,0
40,109340.7957,742,Salaried,135472.5837,36,0.412952661,0,0
54,135623.7327,756,Salaried,45536.34917,12,0.335725315,0,0
33,70292.51167,763,Unemployed,142990.6129,36,0.677958448,0,1
39,146806.1399,622,Contract,71543.59624,24,0.243646992,0,0
63,66875.91534,409,Contract,21325.95022,48,0.079707785,0,0
25,35380.18742,637,Salaried,37340.33401,24,0.527522269,0,0
60,367378.0274,600,Salaried,29755.24837,48,0.020247725,1,0
60,53778.63183,601,Self-Employed,27433.58781,36,0.170002265,0,0
43,126986.4735,592,Salaried,76121.77617,24,0.299695634,1,1
57,246366.581,695,Salaried,202732.1793,24,0.411424115,0,0
40,251299.2899,635,Self-Employed,24952.21227,24,0.049644034,0,0
33,120641.0965,671,Salaried,31484.965,48,0.065238618,0,0
38,,645,Unemployed,38648.33108,60,0.116748038,0,0
57,225266.0603,692,Self-Employed,63317.67216,24,0.140532265,0,0
69,169873.9457,768,Salaried,91041.69847,12,0.535898942,0,0
46,962878.5908,803,Self-Employed,37524.21543,12,0.038970383,0,0
37,488570.5056,576,Contract,17633.26898,48,0.009022667,0,0
29,421780.1553,768,Salaried,106194.8225,60,0.0503541,0,0
54,121321.9784,636,Salaried,37518.50286,60,0.061843357,1,0
43,38023.10218,900,Self-Employed,102351.7196,60,0.538196107,0,1
20,258962.3843,525,Salaried,11712.20643,48,0.011306337,0,0
35,144568.7384,872,Salaried,142696.3461,48,0.246741626,0,0
18,113080.4803,621,Salaried,17132.08206,60,0.030297473,1,0
36,152897.429,586,Salaried,45534.85737,12,0.297789729,1,1
30,85999.61393,634,Salaried,20023.47662,36,0.077599895,0,0
60,142729.5466,654,Salaried,51267.38785,60,0.071832468,0,0
50,138313.6493,737,Salaried,137050.0463,60,0.198155652,0,0
47,69264.56534,644,Salaried,29140.29808,24,0.210318583,0,0
39,238252.9611,630,Self-Employed,37800.29399,36,0.052882715,0,0
44,164266.9896,793,Salaried,32481.84663,60,0.039544736,0,0
67,152229.5742,666,Salaried,92805.16218,48,0.152397863,0,0
68,138058.4694,713,Self-Employed,18556.58495,48,0.033599844,0,0
30,91605.10709,674,Self-Employed,261602.3391,60,0.114215499,0,0
25,683144.9817,777,Salaried,44238.91673,12,0.06475659,1,0
67,521584.938,645,Salaried,150233.9693,24,0.144013469,0,0
19,40269.33777,720,Self-Employed,73567.33926,36,0.608779345,0,1
68,253949.4404,682,Contract,122480.5139,24,0.241139981,1,0
36,153767.524,787,Self-Employed,12139.01296,60,0.015787554,0,0
41,,677,Salaried,30212.10041,60,0.012105404,0,0
22,249128.4417,615,Salaried,26729.7003,60,0.021457536,0,0
25,128944.4183,590,Salaried,8471.568647,36,0.021897756,0,0
37,496291.9913,515,Self-Employed,31338.11527,36,0.021047662,0,0
52,97270.5538,860,Salaried,279764.9539,60,0.575159559,1,1
19,,645,Salaried,82497.18289,48,0.067138233,1,0
23,91664.21035,832,Salaried,68554.53996,12,0.747789854,1,1
33,192201.7963,999,Salaried,48869.45998,36,0.084748443,0,0
64,243339.6329,583,Self-Employed,20909.6428,48,0.021480894,1,0
53,415626.3574,625,Contract,9798.508099,24,0.0117873,0,0
19,83204.49445,675,Self-Employed,185594.5912,36,0.74342069,1,1
31,143898.2206,755,Self-Employed,141796.1636,24,0.492654945,0,0
55,397395.031,696,Contract,24666.60708,12,0.062068874,1,0
69,156423.0159,576,Salaried,146156.8461,24,0.467148756,0,1
43,48278.76203,714,Self-Employed,18730.1336,36,0.129287209,0,0
37,73253.4973,493,Contract,88229.17692,24,0.602119553,0,1
46,189571.9415,618,Contract,56406.95811,24,0.148765127,1,0
21,223623.1339,645,Salaried,29777.92317,12,0.133154047,1,0
37,96577.08344,767,Contract,89627.83443,60,0.185585847,1,0
41,108285.8274,486,Self-Employed,36774.21322,48,0.084891392,0,0
18,437334.8279,586,Self-Employed,17598.36326,24,0.020119459,0,0
